#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCDC64	DNAJC6	9606.ENSP00000380690	9606.ENSP00000360108	0	0	0	0	0.652	0	0	0	0.652
CCDC80	LOXL2	9606.ENSP00000206423	9606.ENSP00000373783	0	0	0	0	0.131	0	0	0.409	0.464
CCDC80	COL1A1	9606.ENSP00000206423	9606.ENSP00000225964	0	0	0	0	0.335	0	0	0.262	0.489
CCDC80	POSTN	9606.ENSP00000206423	9606.ENSP00000369071	0	0	0	0	0.290	0	0	0.321	0.498
CCL25	CCL28	9606.ENSP00000375086	9606.ENSP00000354416	0	0	0	0	0	0	0	0.478	0.478
CCL28	CCNB1	9606.ENSP00000354416	9606.ENSP00000256442	0	0	0	0	0	0	0	0.560	0.560
CCL28	PTK7	9606.ENSP00000354416	9606.ENSP00000418754	0	0	0	0	0	0	0	0.528	0.528
CCNA2	TRIP13	9606.ENSP00000274026	9606.ENSP00000166345	0	0	0	0	0.905	0.169	0	0.203	0.932
CCNA2	CDC6	9606.ENSP00000274026	9606.ENSP00000209728	0	0	0	0	0.916	0.945	0.900	0.831	0.999
CCNA2	CENPM	9606.ENSP00000274026	9606.ENSP00000215980	0	0	0	0	0.796	0	0	0.089	0.806
CCNA2	POLE2	9606.ENSP00000274026	9606.ENSP00000216367	0	0	0	0	0.781	0	0	0.319	0.844
CCNA2	PYGB	9606.ENSP00000274026	9606.ENSP00000216962	0	0	0	0	0.109	0.533	0	0	0.566
CCNA2	MYBL2	9606.ENSP00000274026	9606.ENSP00000217026	0	0	0	0	0.590	0.307	0.800	0.653	0.977
CCNA2	EEF1A2	9606.ENSP00000274026	9606.ENSP00000217182	0	0	0	0	0	0.058	0	0.435	0.445
CCNA2	RNASEH2A	9606.ENSP00000274026	9606.ENSP00000221486	0	0	0	0	0.574	0	0	0.077	0.590
CCNA2	GMNN	9606.ENSP00000274026	9606.ENSP00000230056	0	0	0	0	0.616	0.676	0	0.682	0.957
CCNA2	NCAPH	9606.ENSP00000274026	9606.ENSP00000240423	0	0	0	0	0.838	0	0	0.409	0.900
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
CCNA2	NCAPG	9606.ENSP00000274026	9606.ENSP00000251496	0	0	0	0	0.958	0	0	0.461	0.976
CCNA2	GINS2	9606.ENSP00000274026	9606.ENSP00000253462	0	0	0	0	0.852	0.058	0	0.248	0.886
CCNA2	CCNB1	9606.ENSP00000274026	9606.ENSP00000256442	0	0	0	0.738	0.969	0.540	0.720	0.915	0.996
CCNA2	TROAP	9606.ENSP00000274026	9606.ENSP00000257909	0	0	0	0	0.869	0	0	0.166	0.886
CCNA2	KIF23	9606.ENSP00000274026	9606.ENSP00000260363	0	0	0	0	0.936	0.139	0	0.475	0.969
CCNA2	KIF11	9606.ENSP00000274026	9606.ENSP00000260731	0	0	0	0	0.976	0.139	0	0.526	0.989
CCNA2	NDC80	9606.ENSP00000274026	9606.ENSP00000261597	0	0	0	0	0.967	0	0	0.357	0.978
CCNA2	MCM4	9606.ENSP00000274026	9606.ENSP00000262105	0	0	0	0	0.795	0.165	0.900	0.615	0.992
CCNA2	PRR11	9606.ENSP00000274026	9606.ENSP00000262293	0	0	0	0	0.726	0	0	0.235	0.781
CCNA2	PKMYT1	9606.ENSP00000274026	9606.ENSP00000262300	0	0	0	0	0.584	0.790	0.900	0.408	0.994
CCNA2	CHTF18	9606.ENSP00000274026	9606.ENSP00000262315	0	0	0	0	0.400	0.139	0	0.061	0.472
CCNA2	GINS1	9606.ENSP00000274026	9606.ENSP00000262460	0	0	0	0	0.447	0.062	0	0.278	0.592
CCNA2	CCNE1	9606.ENSP00000274026	9606.ENSP00000262643	0	0	0	0.645	0.393	0.245	0.900	0.832	0.964
CCNA2	CDKN2C	9606.ENSP00000274026	9606.ENSP00000262662	0	0	0	0	0.123	0.129	0	0.558	0.632
CCNA2	MCM6	9606.ENSP00000274026	9606.ENSP00000264156	0	0	0	0	0.716	0.348	0.900	0.563	0.990
CCNA2	UBE2S	9606.ENSP00000274026	9606.ENSP00000264552	0	0	0	0	0.271	0.142	0.600	0.370	0.821
CCNA2	DEPDC1B	9606.ENSP00000274026	9606.ENSP00000265036	0	0	0	0	0.624	0	0	0	0.624
CCNA2	MCM2	9606.ENSP00000274026	9606.ENSP00000265056	0	0	0	0	0.848	0.165	0.900	0.776	0.996
CCNA2	CENPE	9606.ENSP00000274026	9606.ENSP00000265148	0	0	0	0	0.963	0.151	0	0.511	0.983
CCNA2	SPDL1	9606.ENSP00000274026	9606.ENSP00000265295	0	0	0	0	0.769	0	0	0.079	0.778
CCNA2	NUF2	9606.ENSP00000274026	9606.ENSP00000271452	0	0	0	0	0.879	0	0	0.374	0.921
CCNA2	MMP9	9606.ENSP00000274026	9606.ENSP00000361405	0	0	0	0	0	0	0	0.454	0.454
CCNA2	ITPR3	9606.ENSP00000274026	9606.ENSP00000363435	0	0	0	0	0	0	0	0.456	0.456
CCNA2	GINS4	9606.ENSP00000274026	9606.ENSP00000276533	0	0	0	0	0.437	0.059	0	0.169	0.521
CCNA2	STMN1	9606.ENSP00000274026	9606.ENSP00000410452	0	0	0	0	0.391	0	0	0.321	0.569
CCNA2	FANCD2	9606.ENSP00000274026	9606.ENSP00000287647	0	0	0	0	0.411	0	0	0.340	0.595
CCNA2	CENPH	9606.ENSP00000274026	9606.ENSP00000283006	0	0	0	0	0.582	0	0	0.157	0.632
CCNA2	CHAF1B	9606.ENSP00000274026	9606.ENSP00000315700	0	0	0	0	0.583	0	0	0.208	0.656
CCNA2	UBE2T	9606.ENSP00000274026	9606.ENSP00000356243	0	0	0	0	0.648	0.142	0	0.217	0.743
CCNA2	CDKN2A	9606.ENSP00000274026	9606.ENSP00000418915	0	0	0	0	0.051	0.129	0	0.723	0.751
CCNA2	EZH2	9606.ENSP00000274026	9606.ENSP00000320147	0	0	0	0	0.606	0.064	0	0.416	0.766
CCNA2	FAM83D	9606.ENSP00000274026	9606.ENSP00000481110	0	0	0	0	0.741	0	0	0.181	0.779
CCNA2	CENPU	9606.ENSP00000274026	9606.ENSP00000281453	0	0	0	0	0.782	0	0	0.182	0.814
CCNA2	RAD54L	9606.ENSP00000274026	9606.ENSP00000361043	0	0	0	0	0.696	0.117	0	0.388	0.821
CCNA2	HELLS	9606.ENSP00000274026	9606.ENSP00000377601	0	0	0	0	0.753	0.117	0	0.252	0.822
CCNA2	EPHB2	9606.ENSP00000274026	9606.ENSP00000363763	0	0	0	0	0.817	0.103	0	0.095	0.838
CCNA2	STIL	9606.ENSP00000274026	9606.ENSP00000360944	0	0	0	0	0.754	0	0	0.378	0.840
CCNA2	SKA1	9606.ENSP00000274026	9606.ENSP00000285116	0	0	0	0	0.814	0	0	0.245	0.854
CCNA2	ZWINT	9606.ENSP00000274026	9606.ENSP00000363055	0	0	0	0	0.790	0	0	0.341	0.856
CCNA2	CDCA7	9606.ENSP00000274026	9606.ENSP00000306968	0	0	0	0	0.833	0	0	0.235	0.867
CCNA2	TCF19	9606.ENSP00000274026	9606.ENSP00000365433	0	0	0	0	0.855	0	0	0.127	0.868
CCNA2	DEPDC1	9606.ENSP00000274026	9606.ENSP00000412292	0	0	0	0	0.875	0	0	0.095	0.882
CCNA2	HMMR	9606.ENSP00000274026	9606.ENSP00000377492	0	0	0	0	0.837	0	0	0.325	0.885
CCNA2	CDCA5	9606.ENSP00000274026	9606.ENSP00000275517	0	0	0	0	0.829	0	0	0.419	0.896
CCNA2	HJURP	9606.ENSP00000274026	9606.ENSP00000414109	0	0	0	0	0.904	0	0	0.264	0.926
CCNA2	CDC45	9606.ENSP00000274026	9606.ENSP00000405726	0	0	0	0	0.818	0.078	0	0.603	0.927
CCNA2	DTL	9606.ENSP00000274026	9606.ENSP00000355958	0	0	0	0	0.825	0.270	0	0.486	0.928
CCNA2	CDCA3	9606.ENSP00000274026	9606.ENSP00000442068	0	0	0	0	0.881	0	0	0.442	0.930
CCNA2	TACC3	9606.ENSP00000274026	9606.ENSP00000326550	0	0	0	0	0.916	0	0	0.213	0.931
CCNA2	ECT2	9606.ENSP00000274026	9606.ENSP00000376457	0	0	0	0	0.936	0.073	0	0.205	0.949
CCNA2	CENPF	9606.ENSP00000274026	9606.ENSP00000355922	0	0	0	0	0.909	0	0	0.499	0.952
CCNA2	KIF4A	9606.ENSP00000274026	9606.ENSP00000363524	0	0	0	0	0.921	0.139	0	0.382	0.954
CCNA2	CHEK1	9606.ENSP00000274026	9606.ENSP00000388648	0	0	0	0	0.852	0.058	0	0.702	0.955
CCNA2	TPX2	9606.ENSP00000274026	9606.ENSP00000300403	0	0	0	0	0.927	0	0	0.426	0.956
CCNA2	MKI67	9606.ENSP00000274026	9606.ENSP00000357643	0	0	0	0	0.920	0	0	0.484	0.957
CCNA2	KIF2C	9606.ENSP00000274026	9606.ENSP00000361298	0	0	0	0	0.932	0.139	0	0.468	0.966
CCNA2	NEK2	9606.ENSP00000274026	9606.ENSP00000355966	0	0	0	0	0.918	0	0	0.621	0.967
CCNA2	KIF20A	9606.ENSP00000274026	9606.ENSP00000378356	0	0	0	0	0.938	0.139	0	0.468	0.969
CCNA2	CDKN3	9606.ENSP00000274026	9606.ENSP00000335357	0	0	0	0	0.886	0.085	0	0.790	0.976
CCNA2	CDCA8	9606.ENSP00000274026	9606.ENSP00000362146	0	0	0	0	0.973	0	0	0.477	0.985
CCNA2	TOP2A	9606.ENSP00000274026	9606.ENSP00000411532	0	0	0	0	0.967	0.056	0	0.575	0.985
CCNA2	TTK	9606.ENSP00000274026	9606.ENSP00000358813	0	0	0	0	0.979	0.067	0	0.485	0.989
CCNA2	MCM3	9606.ENSP00000274026	9606.ENSP00000480987	0	0	0	0	0.697	0.165	0.900	0.644	0.989
CCNA2	CCNB2	9606.ENSP00000274026	9606.ENSP00000288207	0	0	0	0.743	0.968	0.181	0.540	0.837	0.989
CCNA2	NUSAP1	9606.ENSP00000274026	9606.ENSP00000453403	0	0	0	0	0.981	0	0	0.455	0.989
CCNA2	FOXM1	9606.ENSP00000274026	9606.ENSP00000342307	0	0	0	0	0.864	0.103	0.900	0.608	0.994
CCNA2	E2F1	9606.ENSP00000274026	9606.ENSP00000345571	0	0	0	0	0.310	0.891	0.900	0.873	0.998
CCNA2	CDC20	9606.ENSP00000274026	9606.ENSP00000361540	0	0	0	0	0.984	0.979	0.600	0.926	0.999
CCNB1	TRIP13	9606.ENSP00000256442	9606.ENSP00000166345	0	0	0	0	0.828	0.169	0	0.307	0.892
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.813	0.757	0	0.780	0.989
CCNB1	CENPM	9606.ENSP00000256442	9606.ENSP00000215980	0	0	0	0	0.713	0	0	0.167	0.751
CCNB1	POLE2	9606.ENSP00000256442	9606.ENSP00000216367	0	0	0	0	0.590	0	0	0.260	0.684
CCNB1	MYBL2	9606.ENSP00000256442	9606.ENSP00000217026	0	0	0	0	0.575	0.156	0.900	0.624	0.984
CCNB1	RNASEH2A	9606.ENSP00000256442	9606.ENSP00000221486	0	0	0	0	0.593	0	0	0.084	0.611
CCNB1	GMNN	9606.ENSP00000256442	9606.ENSP00000230056	0	0	0	0	0.784	0	0	0.667	0.925
CCNB1	NCAPH	9606.ENSP00000256442	9606.ENSP00000240423	0	0	0	0	0.764	0	0.900	0.377	0.984
CCNB1	DLGAP5	9606.ENSP00000256442	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.525	0.988
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.868	0	0.900	0.621	0.994
CCNB1	GINS2	9606.ENSP00000256442	9606.ENSP00000253462	0	0	0	0	0.816	0.059	0	0.310	0.870
CCNB1	CHTF18	9606.ENSP00000256442	9606.ENSP00000262315	0	0	0	0	0.271	0.208	0	0.100	0.435
CCNB1	CHAF1B	9606.ENSP00000256442	9606.ENSP00000315700	0	0	0	0	0.393	0	0	0.181	0.481
CCNB1	FANCD2	9606.ENSP00000256442	9606.ENSP00000287647	0	0	0	0	0.337	0	0	0.251	0.482
CCNB1	CDKN2C	9606.ENSP00000256442	9606.ENSP00000262662	0	0	0	0	0.087	0.129	0	0.405	0.485
CCNB1	TCF19	9606.ENSP00000256442	9606.ENSP00000365433	0	0	0	0	0.463	0	0	0.123	0.509
CCNB1	MMP9	9606.ENSP00000256442	9606.ENSP00000361405	0	0	0	0	0	0	0	0.536	0.536
CCNB1	PRR11	9606.ENSP00000256442	9606.ENSP00000262293	0	0	0	0	0.474	0	0	0.181	0.551
CCNB1	GINS1	9606.ENSP00000256442	9606.ENSP00000262460	0	0	0	0	0.440	0.070	0	0.217	0.557
CCNB1	HELLS	9606.ENSP00000256442	9606.ENSP00000377601	0	0	0	0	0.458	0.117	0	0.285	0.628
CCNB1	DEPDC1B	9606.ENSP00000256442	9606.ENSP00000265036	0	0	0	0	0.591	0	0	0.131	0.630
CCNB1	CDKN2A	9606.ENSP00000256442	9606.ENSP00000418915	0	0	0	0	0	0.129	0	0.594	0.631
CCNB1	STIL	9606.ENSP00000256442	9606.ENSP00000360944	0	0	0	0	0.571	0	0	0.204	0.644
CCNB1	EZH2	9606.ENSP00000256442	9606.ENSP00000320147	0	0	0	0	0.443	0.065	0	0.404	0.663
CCNB1	FAM83D	9606.ENSP00000256442	9606.ENSP00000481110	0	0	0	0	0.598	0	0	0.218	0.672
CCNB1	CENPH	9606.ENSP00000256442	9606.ENSP00000283006	0	0	0	0	0.581	0	0	0.251	0.673
CCNB1	CDCA7	9606.ENSP00000256442	9606.ENSP00000306968	0	0	0	0	0.621	0	0	0.297	0.722
CCNB1	TROAP	9606.ENSP00000256442	9606.ENSP00000257909	0	0	0	0	0.717	0	0	0.189	0.760
CCNB1	RAD54L	9606.ENSP00000256442	9606.ENSP00000361043	0	0	0	0	0.682	0.117	0	0.226	0.764
CCNB1	CENPU	9606.ENSP00000256442	9606.ENSP00000281453	0	0	0	0	0.724	0	0	0.283	0.794
CCNB1	DEPDC1	9606.ENSP00000256442	9606.ENSP00000412292	0	0	0	0	0.725	0	0	0.287	0.795
CCNB1	UBE2T	9606.ENSP00000256442	9606.ENSP00000356243	0	0	0	0	0.735	0.142	0	0.197	0.801
CCNB1	HJURP	9606.ENSP00000256442	9606.ENSP00000414109	0	0	0	0	0.806	0	0	0.213	0.841
CCNB1	UBE2S	9606.ENSP00000256442	9606.ENSP00000264552	0	0	0	0	0.313	0.346	0.600	0.387	0.875
CCNB1	TACC3	9606.ENSP00000256442	9606.ENSP00000326550	0	0	0	0	0.801	0	0	0.424	0.880
CCNB1	DTL	9606.ENSP00000256442	9606.ENSP00000355958	0	0	0	0	0.818	0	0	0.390	0.884
CCNB1	ZWINT	9606.ENSP00000256442	9606.ENSP00000363055	0	0	0	0	0.796	0	0	0.458	0.884
CCNB1	ECT2	9606.ENSP00000256442	9606.ENSP00000376457	0	0	0	0	0.799	0.099	0	0.432	0.888
CCNB1	MCM6	9606.ENSP00000256442	9606.ENSP00000264156	0	0	0	0	0.743	0.213	0	0.508	0.891
CCNB1	HMMR	9606.ENSP00000256442	9606.ENSP00000377492	0	0	0	0	0.825	0	0	0.427	0.895
CCNB1	NUF2	9606.ENSP00000256442	9606.ENSP00000271452	0	0	0	0	0.816	0	0	0.466	0.897
CCNB1	SPDL1	9606.ENSP00000256442	9606.ENSP00000265295	0	0	0	0	0.636	0	0.720	0.123	0.902
CCNB1	MCM4	9606.ENSP00000256442	9606.ENSP00000262105	0	0	0	0	0.790	0.165	0	0.522	0.908
CCNB1	CDC45	9606.ENSP00000256442	9606.ENSP00000405726	0	0	0	0	0.803	0.102	0	0.519	0.908
CCNB1	MCM3	9606.ENSP00000256442	9606.ENSP00000480987	0	0	0	0	0.776	0.165	0	0.552	0.909
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.846	0	0	0.460	0.913
CCNB1	MKI67	9606.ENSP00000256442	9606.ENSP00000357643	0	0	0	0	0.791	0	0	0.635	0.920
CCNB1	MCM2	9606.ENSP00000256442	9606.ENSP00000265056	0	0	0	0	0.809	0.213	0	0.604	0.935
CCNB1	NUSAP1	9606.ENSP00000256442	9606.ENSP00000453403	0	0	0	0	0.884	0	0	0.504	0.940
CCNB1	CENPE	9606.ENSP00000256442	9606.ENSP00000265148	0	0	0	0	0.829	0.139	0	0.658	0.945
CCNB1	CDKN3	9606.ENSP00000256442	9606.ENSP00000335357	0	0	0	0	0.867	0.153	0	0.598	0.951
CCNB1	CCNE1	9606.ENSP00000256442	9606.ENSP00000262643	0	0	0	0.636	0.359	0	0.900	0.822	0.953
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.875	0.103	0	0.623	0.954
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000388648	0	0	0	0	0.740	0.060	0	0.830	0.955
CCNB1	STMN1	9606.ENSP00000256442	9606.ENSP00000410452	0	0	0	0	0.327	0	0.900	0.403	0.956
CCNB1	NEK2	9606.ENSP00000256442	9606.ENSP00000355966	0	0	0	0	0.897	0	0	0.595	0.956
CCNB1	KIF4A	9606.ENSP00000256442	9606.ENSP00000363524	0	0	0	0	0.888	0.139	0	0.586	0.957
CCNB1	SKA1	9606.ENSP00000256442	9606.ENSP00000285116	0	0	0	0	0.809	0	0.720	0.336	0.961
CCNB1	E2F1	9606.ENSP00000256442	9606.ENSP00000345571	0	0	0	0	0.250	0.171	0.900	0.554	0.968
CCNB1	KIF2C	9606.ENSP00000256442	9606.ENSP00000361298	0	0	0	0	0.929	0.139	0	0.543	0.969
CCNB1	TPX2	9606.ENSP00000256442	9606.ENSP00000300403	0	0	0	0	0.945	0	0	0.523	0.973
CCNB1	CDCA5	9606.ENSP00000256442	9606.ENSP00000275517	0	0	0	0	0.744	0	0.900	0.393	0.983
CCNB1	CENPF	9606.ENSP00000256442	9606.ENSP00000355922	0	0	0	0	0.849	0	0.720	0.661	0.984
CCNB1	CDCA8	9606.ENSP00000256442	9606.ENSP00000362146	0	0	0	0	0.968	0	0	0.553	0.985
CCNB1	KIF20A	9606.ENSP00000256442	9606.ENSP00000378356	0	0	0	0	0.964	0.139	0	0.611	0.986
CCNB1	KIF23	9606.ENSP00000256442	9606.ENSP00000260363	0	0	0	0	0.952	0.139	0	0.690	0.986
CCNB1	KIF11	9606.ENSP00000256442	9606.ENSP00000260731	0	0	0	0	0.935	0.248	0	0.758	0.987
CCNB1	TOP2A	9606.ENSP00000256442	9606.ENSP00000411532	0	0	0	0	0.964	0.056	0	0.689	0.988
CCNB1	NDC80	9606.ENSP00000256442	9606.ENSP00000261597	0	0	0	0	0.916	0.271	0.720	0.593	0.992
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.810	0.519	0.900	0.719	0.997
CCNB1	PKMYT1	9606.ENSP00000256442	9606.ENSP00000262300	0	0	0	0	0.403	0.840	0.900	0.799	0.997
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0	0.943	0.955	0.754	0.900	0.856	0.998
CCNB1	CDC20	9606.ENSP00000256442	9606.ENSP00000361540	0	0	0	0	0.971	0.970	0.600	0.947	0.999
CCNB2	TRIP13	9606.ENSP00000288207	9606.ENSP00000166345	0	0	0	0	0.836	0.169	0	0.267	0.892
CCNB2	CDC6	9606.ENSP00000288207	9606.ENSP00000209728	0	0	0	0	0.753	0.682	0	0.730	0.976
CCNB2	CENPM	9606.ENSP00000288207	9606.ENSP00000215980	0	0	0	0	0.796	0	0	0.305	0.852
CCNB2	POLE2	9606.ENSP00000288207	9606.ENSP00000216367	0	0	0	0	0.697	0	0	0.300	0.779
CCNB2	MYBL2	9606.ENSP00000288207	9606.ENSP00000217026	0	0	0	0	0.603	0.156	0.900	0.479	0.980
CCNB2	RNASEH2A	9606.ENSP00000288207	9606.ENSP00000221486	0	0	0	0	0.756	0	0	0.090	0.769
CCNB2	GMNN	9606.ENSP00000288207	9606.ENSP00000230056	0	0	0	0	0.840	0	0	0.507	0.918
CCNB2	NCAPH	9606.ENSP00000288207	9606.ENSP00000240423	0	0	0	0	0.824	0	0.900	0.380	0.988
CCNB2	DLGAP5	9606.ENSP00000288207	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.493	0.987
CCNB2	NCAPG	9606.ENSP00000288207	9606.ENSP00000251496	0	0	0	0	0.936	0	0.900	0.517	0.996
CCNB2	GINS2	9606.ENSP00000288207	9606.ENSP00000253462	0	0	0	0	0.829	0.059	0	0.281	0.874
CCNB2	PABPC1L	9606.ENSP00000288207	9606.ENSP00000255136	0	0	0	0	0.146	0.058	0	0.354	0.435
CCNB2	TROAP	9606.ENSP00000288207	9606.ENSP00000257909	0	0	0	0	0.875	0	0	0.182	0.893
CCNB2	KIF23	9606.ENSP00000288207	9606.ENSP00000260363	0	0	0	0	0.954	0.139	0	0.706	0.987
CCNB2	KIF11	9606.ENSP00000288207	9606.ENSP00000260731	0	0	0	0	0.964	0.248	0	0.733	0.992
CCNB2	NDC80	9606.ENSP00000288207	9606.ENSP00000261597	0	0	0	0	0.959	0	0	0.441	0.976
CCNB2	MCM4	9606.ENSP00000288207	9606.ENSP00000262105	0	0	0	0	0.824	0.165	0	0.555	0.929
CCNB2	PRR11	9606.ENSP00000288207	9606.ENSP00000262293	0	0	0	0	0.406	0	0	0.065	0.422
CCNB2	PKMYT1	9606.ENSP00000288207	9606.ENSP00000262300	0	0	0	0	0.606	0.608	0.900	0.706	0.994
CCNB2	GINS1	9606.ENSP00000288207	9606.ENSP00000262460	0	0	0	0	0.361	0.070	0	0.316	0.559
CCNB2	CCNE1	9606.ENSP00000288207	9606.ENSP00000262643	0	0	0	0.625	0.364	0	0.540	0.741	0.778
CCNB2	CDKN2C	9606.ENSP00000288207	9606.ENSP00000262662	0	0	0	0	0.092	0.129	0	0.390	0.475
CCNB2	MCM6	9606.ENSP00000288207	9606.ENSP00000264156	0	0	0	0	0.716	0.213	0	0.543	0.889
CCNB2	DEPDC1B	9606.ENSP00000288207	9606.ENSP00000265036	0	0	0	0	0.600	0	0	0.077	0.615
CCNB2	MCM2	9606.ENSP00000288207	9606.ENSP00000265056	0	0	0	0	0.869	0.781	0	0.604	0.987
CCNB2	CENPE	9606.ENSP00000288207	9606.ENSP00000265148	0	0	0	0	0.871	0.139	0	0.580	0.949
CCNB2	SPDL1	9606.ENSP00000288207	9606.ENSP00000265295	0	0	0	0	0.657	0	0	0.103	0.679
CCNB2	NUF2	9606.ENSP00000288207	9606.ENSP00000271452	0	0	0	0	0.886	0	0	0.424	0.932
CCNB2	CDCA5	9606.ENSP00000288207	9606.ENSP00000275517	0	0	0	0	0.837	0	0.900	0.476	0.990
CCNB2	CENPU	9606.ENSP00000288207	9606.ENSP00000281453	0	0	0	0	0.758	0	0	0.293	0.822
CCNB2	CENPH	9606.ENSP00000288207	9606.ENSP00000283006	0	0	0	0	0.585	0	0	0.273	0.686
CCNB2	SKA1	9606.ENSP00000288207	9606.ENSP00000285116	0	0	0	0	0.746	0	0	0.279	0.809
CCNB2	FANCD2	9606.ENSP00000288207	9606.ENSP00000287647	0	0	0	0	0.353	0	0	0.155	0.430
CCNB2	CDKN2A	9606.ENSP00000288207	9606.ENSP00000418915	0	0	0	0	0	0.129	0	0.373	0.430
CCNB2	CHAF1B	9606.ENSP00000288207	9606.ENSP00000315700	0	0	0	0	0.393	0	0	0.155	0.465
CCNB2	STMN1	9606.ENSP00000288207	9606.ENSP00000410452	0	0	0	0	0.451	0	0	0.246	0.569
CCNB2	E2F1	9606.ENSP00000288207	9606.ENSP00000345571	0	0	0	0	0.256	0.171	0	0.394	0.594
CCNB2	HELLS	9606.ENSP00000288207	9606.ENSP00000377601	0	0	0	0	0.433	0.117	0	0.323	0.631
CCNB2	STIL	9606.ENSP00000288207	9606.ENSP00000360944	0	0	0	0	0.669	0	0	0.152	0.707
CCNB2	UBE2T	9606.ENSP00000288207	9606.ENSP00000356243	0	0	0	0	0.602	0.142	0	0.222	0.711
CCNB2	FAM83D	9606.ENSP00000288207	9606.ENSP00000481110	0	0	0	0	0.648	0	0	0.215	0.712
CCNB2	RAD54L	9606.ENSP00000288207	9606.ENSP00000361043	0	0	0	0	0.583	0.117	0	0.293	0.717
CCNB2	CDCA7	9606.ENSP00000288207	9606.ENSP00000306968	0	0	0	0	0.589	0	0	0.348	0.721
CCNB2	DEPDC1	9606.ENSP00000288207	9606.ENSP00000412292	0	0	0	0	0.704	0	0	0.269	0.775
CCNB2	EZH2	9606.ENSP00000288207	9606.ENSP00000320147	0	0	0	0	0.707	0.064	0	0.253	0.777
CCNB2	TACC3	9606.ENSP00000288207	9606.ENSP00000326550	0	0	0	0	0.764	0	0	0.375	0.847
CCNB2	DTL	9606.ENSP00000288207	9606.ENSP00000355958	0	0	0	0	0.819	0	0	0.323	0.872
CCNB2	ZWINT	9606.ENSP00000288207	9606.ENSP00000363055	0	0	0	0	0.800	0	0	0.470	0.889
CCNB2	TCF19	9606.ENSP00000288207	9606.ENSP00000365433	0	0	0	0	0.858	0	0	0.264	0.891
CCNB2	HMMR	9606.ENSP00000288207	9606.ENSP00000377492	0	0	0	0	0.829	0	0	0.391	0.891
CCNB2	MCM3	9606.ENSP00000288207	9606.ENSP00000480987	0	0	0	0	0.769	0.165	0	0.516	0.898
CCNB2	ECT2	9606.ENSP00000288207	9606.ENSP00000376457	0	0	0	0	0.860	0.099	0	0.362	0.912
CCNB2	HJURP	9606.ENSP00000288207	9606.ENSP00000414109	0	0	0	0	0.901	0	0	0.247	0.922
CCNB2	CDKN3	9606.ENSP00000288207	9606.ENSP00000335357	0	0	0	0	0.858	0.153	0	0.404	0.922
CCNB2	MKI67	9606.ENSP00000288207	9606.ENSP00000357643	0	0	0	0	0.857	0	0	0.493	0.924
CCNB2	CHEK1	9606.ENSP00000288207	9606.ENSP00000388648	0	0	0	0	0.815	0.060	0	0.681	0.939
CCNB2	CDC45	9606.ENSP00000288207	9606.ENSP00000405726	0	0	0	0	0.865	0.102	0	0.601	0.947
CCNB2	CDCA3	9606.ENSP00000288207	9606.ENSP00000442068	0	0	0	0	0.912	0	0	0.511	0.955
CCNB2	CENPF	9606.ENSP00000288207	9606.ENSP00000355922	0	0	0	0	0.901	0	0	0.588	0.957
CCNB2	TPX2	9606.ENSP00000288207	9606.ENSP00000300403	0	0	0	0	0.934	0	0	0.500	0.965
CCNB2	KIF2C	9606.ENSP00000288207	9606.ENSP00000361298	0	0	0	0	0.913	0.139	0	0.581	0.966
CCNB2	KIF4A	9606.ENSP00000288207	9606.ENSP00000363524	0	0	0	0	0.922	0.139	0	0.534	0.966
CCNB2	CDCA8	9606.ENSP00000288207	9606.ENSP00000362146	0	0	0	0	0.936	0	0	0.591	0.972
CCNB2	TTK	9606.ENSP00000288207	9606.ENSP00000358813	0	0	0	0	0.935	0.103	0	0.655	0.978
CCNB2	NUSAP1	9606.ENSP00000288207	9606.ENSP00000453403	0	0	0	0	0.956	0	0	0.563	0.980
CCNB2	NEK2	9606.ENSP00000288207	9606.ENSP00000355966	0	0	0	0	0.956	0	0	0.564	0.980
CCNB2	KIF20A	9606.ENSP00000288207	9606.ENSP00000378356	0	0	0	0	0.952	0.139	0	0.624	0.983
CCNB2	TOP2A	9606.ENSP00000288207	9606.ENSP00000411532	0	0	0	0	0.969	0.056	0	0.714	0.991
CCNB2	FOXM1	9606.ENSP00000288207	9606.ENSP00000342307	0	0	0	0	0.819	0.103	0.900	0.568	0.992
